effect_size_cara_first_iteration,effect_size_cara_second_iteration,effect_size_cara_third_iteration,effect_size_cara_fourth_iteration,effect_size_cara_fifth_iteration,effect_size_rar_first_iteration,effect_size_rar_second_iteration,effect_size_rar_third_iteration,effect_size_rar_fourth_iteration,effect_size_rar_fifth_iteration
0.15143813694672187,0,0,0,0,0.15143813694672187,0.061650111348576654,0,0,0
0,0.18438991579354305,0.14568678499424806,0.07722086352098767,0,0,0,0,0,0
0,0.18438991579354305,0.14568678499424806,0.07722086352098767,0,0,0,0,0,0
0,0.18438991579354305,0.14568678499424806,0.07722086352098767,0,0,0,0,0,0
0,0.18438991579354305,0.14568678499424806,0.07722086352098767,0,0,0,0,0,0
0,0.02650104174524871,0,0.06652164269042461,0.018357903970746884,0,0.13166553447162355,0,0.10376505330961969,0
0,0.02650104174524871,0,0.06652164269042461,0.018357903970746884,0,0.13166553447162355,0,0.10376505330961969,0
0,0.02650104174524871,0,0.06652164269042461,0.018357903970746884,0,0.13166553447162355,0,0.10376505330961969,0
0,0.02650104174524871,0,0.06652164269042461,0.018357903970746884,0,0.13166553447162355,0,0.10376505330961969,0
0,0,0,0,0,0,0,0,0,0.005042824934356741
0,0,0,0,0,0,0,0,0,0.005042824934356741
0,0,0,0,0,0,0,0,0,0.005042824934356741
0,0,0,0,0,0,0,0,0,0.005042824934356741
0.26583641561191795,0.06677326817525725,0,0.05292371321012536,0.10298821844770581,0.26583641561191795,0,0,0,0
0.26583641561191795,0.06677326817525725,0,0.05292371321012536,0.10298821844770581,0.26583641561191795,0,0,0,0
0.26583641561191795,0.06677326817525725,0,0.05292371321012536,0.10298821844770581,0.26583641561191795,0,0,0,0
0.26583641561191795,0.06677326817525725,0,0.05292371321012536,0.10298821844770581,0.26583641561191795,0,0,0,0
0.11700951430788832,0.13956590170837985,0.0784138540178391,0.1256714124980187,0,0.11700951430788832,0.12260542625416165,0.11226642600408089,0.09533091802367595,0.0704266860008183
0.11700951430788832,0.13956590170837985,0.0784138540178391,0.1256714124980187,0,0.11700951430788832,0.12260542625416165,0.11226642600408089,0.09533091802367595,0.0704266860008183
0.11700951430788832,0.13956590170837985,0.0784138540178391,0.1256714124980187,0,0.11700951430788832,0.12260542625416165,0.11226642600408089,0.09533091802367595,0.0704266860008183
0.11700951430788832,0.13956590170837985,0.0784138540178391,0.1256714124980187,0,0.11700951430788832,0.12260542625416165,0.11226642600408089,0.09533091802367595,0.0704266860008183
0.38158093509118435,0.23660877226802984,0.32070694629096747,0.300381960347709,0.24974582033583262,0.38158093509118435,0.16183984356654213,0.18966196407021638,0.13488900002573864,0.11766063726927853
0.38158093509118435,0.23660877226802984,0.32070694629096747,0.300381960347709,0.24974582033583262,0.38158093509118435,0.16183984356654213,0.18966196407021638,0.13488900002573864,0.11766063726927853
0.38158093509118435,0.23660877226802984,0.32070694629096747,0.300381960347709,0.24974582033583262,0.38158093509118435,0.16183984356654213,0.18966196407021638,0.13488900002573864,0.11766063726927853
0.38158093509118435,0.23660877226802984,0.32070694629096747,0.300381960347709,0.24974582033583262,0.38158093509118435,0.16183984356654213,0.18966196407021638,0.13488900002573864,0.11766063726927853
0.10526315789473685,0,0,0,0,0.10526315789473685,0,0,0.02023669598712842,0
0.10526315789473685,0,0,0,0,0.10526315789473685,0,0,0.02023669598712842,0
0.10526315789473685,0,0,0,0,0.10526315789473685,0,0,0.02023669598712842,0
0.10526315789473685,0,0,0,0,0.10526315789473685,0,0,0.02023669598712842,0
0.3090076859044003,0.1271905084264156,0.16575093454096895,0.14229457378333898,0.10859511465440323,0.3090076859044003,0.2203692424230754,0.07715715213006608,0.06670851878605644,0.041308853171755644
0.3090076859044003,0.1271905084264156,0.16575093454096895,0.14229457378333898,0.10859511465440323,0.3090076859044003,0.2203692424230754,0.07715715213006608,0.06670851878605644,0.041308853171755644
0.3090076859044003,0.1271905084264156,0.16575093454096895,0.14229457378333898,0.10859511465440323,0.3090076859044003,0.2203692424230754,0.07715715213006608,0.06670851878605644,0.041308853171755644
0.3090076859044003,0.1271905084264156,0.16575093454096895,0.14229457378333898,0.10859511465440323,0.3090076859044003,0.2203692424230754,0.07715715213006608,0.06670851878605644,0.041308853171755644
0,0.25859603616096605,0.16759154393605255,0.12089138360204306,0,0,0.031121042235660173,0,0,0
0,0.25859603616096605,0.16759154393605255,0.12089138360204306,0,0,0.031121042235660173,0,0,0
0,0.25859603616096605,0.16759154393605255,0.12089138360204306,0,0,0.031121042235660173,0,0,0
0,0.25859603616096605,0.16759154393605255,0.12089138360204306,0,0,0.031121042235660173,0,0,0
0,0.2247834309624645,0,0.1430951043066832,0.14729852727650974,0,0.06075203296824742,0.0607786645701222,0,0
0,0.2247834309624645,0,0.1430951043066832,0.14729852727650974,0,0.06075203296824742,0.0607786645701222,0,0
0,0.2247834309624645,0,0.1430951043066832,0.14729852727650974,0,0.06075203296824742,0.0607786645701222,0,0
0,0.2247834309624645,0,0.1430951043066832,0.14729852727650974,0,0.06075203296824742,0.0607786645701222,0,0
0,0.05210300587764111,0,0,0,0,0.10640158055898859,0,0,0
0,0.05210300587764111,0,0,0,0,0.10640158055898859,0,0,0
0,0.05210300587764111,0,0,0,0,0.10640158055898859,0,0,0
0,0.05210300587764111,0,0,0,0,0.10640158055898859,0,0,0
0,0,0.0846957611017897,0,0,0,0,0.04743311218185096,0.07468846149879095,0.08569962095998425
0,0,0.0846957611017897,0,0,0,0,0.04743311218185096,0.07468846149879095,0.08569962095998425
0,0,0.0846957611017897,0,0,0,0,0.04743311218185096,0.07468846149879095,0.08569962095998425
0,0,0.0846957611017897,0,0,0,0,0.04743311218185096,0.07468846149879095,0.08569962095998425
0,0,0,0,0.07202695890330628,0,0,0,0.08779690498126667,0
0,0,0,0,0.07202695890330628,0,0,0,0.08779690498126667,0
0,0,0,0,0.07202695890330628,0,0,0,0.08779690498126667,0
0,0,0,0,0.07202695890330628,0,0,0,0.08779690498126667,0
0,0.15549576380062394,0.1028244147918192,0.10559325081341568,0.14149110618584126,0,0,0,0,0
0,0.15549576380062394,0.1028244147918192,0.10559325081341568,0.14149110618584126,0,0,0,0,0
0,0.15549576380062394,0.1028244147918192,0.10559325081341568,0.14149110618584126,0,0,0,0,0
0,0.15549576380062394,0.1028244147918192,0.10559325081341568,0.14149110618584126,0,0,0,0,0
0,0,0,0,0,0,0,0,0.11244492624074581,0.048517709757650206
0,0,0,0,0,0,0,0,0.11244492624074581,0.048517709757650206
0,0,0,0,0,0,0,0,0.11244492624074581,0.048517709757650206
0,0,0,0,0,0,0,0,0.11244492624074581,0.048517709757650206
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0.0536329446513952,0.03780645871763609,0,0.12156788800082627,0.11829926487292498,0.04158652594366651,0.05491648096975099
0,0,0,0.0536329446513952,0.03780645871763609,0,0.12156788800082627,0.11829926487292498,0.04158652594366651,0.05491648096975099
0,0,0,0.0536329446513952,0.03780645871763609,0,0.12156788800082627,0.11829926487292498,0.04158652594366651,0.05491648096975099
0,0,0,0.0536329446513952,0.03780645871763609,0,0.12156788800082627,0.11829926487292498,0.04158652594366651,0.05491648096975099
0.20897501637238455,0.08970075071639441,0.08751291848625001,0,0,0.20897501637238455,0,0,0.04287581523550753,0.08593586596634295
0.20897501637238455,0.08970075071639441,0.08751291848625001,0,0,0.20897501637238455,0,0,0.04287581523550753,0.08593586596634295
0.20897501637238455,0.08970075071639441,0.08751291848625001,0,0,0.20897501637238455,0,0,0.04287581523550753,0.08593586596634295
0.20897501637238455,0.08970075071639441,0.08751291848625001,0,0,0.20897501637238455,0,0,0.04287581523550753,0.08593586596634295
0,0.15028062167547446,0.062165615224645206,0,0,0,0,0,0,0
0,0.15028062167547446,0.062165615224645206,0,0,0,0,0,0,0
0,0.15028062167547446,0.062165615224645206,0,0,0,0,0,0,0
0,0.15028062167547446,0.062165615224645206,0,0,0,0,0,0,0
0,0.07795911125375264,0,0,0,0,0.2815074746035832,0.1688325651930599,0.14062398181670913,0.09184676826076402
0,0.07795911125375264,0,0,0,0,0.2815074746035832,0.1688325651930599,0.14062398181670913,0.09184676826076402
0,0.07795911125375264,0,0,0,0,0.2815074746035832,0.1688325651930599,0.14062398181670913,0.09184676826076402
0,0.07795911125375264,0,0,0,0,0.2815074746035832,0.1688325651930599,0.14062398181670913,0.09184676826076402
0.17464090616871983,0.08886144579240945,0.12913750430933896,0.260279275959016,0.1643230692104818,0.17464090616871983,0,0,0,0
0.17464090616871983,0.08886144579240945,0.12913750430933896,0.260279275959016,0.1643230692104818,0.17464090616871983,0,0,0,0
0.17464090616871983,0.08886144579240945,0.12913750430933896,0.260279275959016,0.1643230692104818,0.17464090616871983,0,0,0,0
0.17464090616871983,0.08886144579240945,0.12913750430933896,0.260279275959016,0.1643230692104818,0.17464090616871983,0,0,0,0
0,0.1409725095352886,0.10466985752277823,0,0,0,0,0,0,0
0,0.1409725095352886,0.10466985752277823,0,0,0,0,0,0,0
0,0.1409725095352886,0.10466985752277823,0,0,0,0,0,0,0
0,0.1409725095352886,0.10466985752277823,0,0,0,0,0,0,0
0,0,0,0,0,0,0.016336439445180453,0,0,0
0,0,0,0,0,0,0.016336439445180453,0,0,0
0,0,0,0,0,0,0.016336439445180453,0,0,0
0,0,0,0,0,0,0.016336439445180453,0,0,0
0.04171195161282937,0,0,0,0,0.04171195161282937,0,0,0,0
0.04171195161282937,0,0,0,0,0.04171195161282937,0,0,0,0
0.04171195161282937,0,0,0,0,0.04171195161282937,0,0,0,0
0.04171195161282937,0,0,0,0,0.04171195161282937,0,0,0,0
0,0,0,0,0,0,0,0,0.12726789151659237,0.08720818704005205
0,0,0,0,0,0,0,0,0.12726789151659237,0.08720818704005205
0,0,0,0,0,0,0,0,0.12726789151659237,0.08720818704005205
0,0,0,0,0,0,0,0,0.12726789151659237,0.08720818704005205
0,0,0.043169158468305074,0.09918273522253918,0.11626429985552829,0,0,0,0,0
0,0,0.043169158468305074,0.09918273522253918,0.11626429985552829,0,0,0,0,0
0,0,0.043169158468305074,0.09918273522253918,0.11626429985552829,0,0,0,0,0
0,0,0.043169158468305074,0.09918273522253918,0.11626429985552829,0,0,0,0,0
0.3965667314596997,0,0,0,0,0.3965667314596997,0.1291276249743975,0,0.0810355041384048,0.048554373464889125
0.3965667314596997,0,0,0,0,0.3965667314596997,0.1291276249743975,0,0.0810355041384048,0.048554373464889125
0.3965667314596997,0,0,0,0,0.3965667314596997,0.1291276249743975,0,0.0810355041384048,0.048554373464889125
0.3965667314596997,0,0,0,0,0.3965667314596997,0.1291276249743975,0,0.0810355041384048,0.048554373464889125
0,0,0,0,0.033060707737357434,0,0,0,0,0
0,0,0,0,0.033060707737357434,0,0,0,0,0
0,0,0,0,0.033060707737357434,0,0,0,0,0
0,0,0,0,0.033060707737357434,0,0,0,0,0
0.24887305808998728,0.29612576918976996,0.22994368873576046,0.15203682906531693,0.08554712968631721,0.24887305808998728,0.18574560423708547,0.18159275169013014,0.1515113316626525,0.17275370915532748
0.24887305808998728,0.29612576918976996,0.22994368873576046,0.15203682906531693,0.08554712968631721,0.24887305808998728,0.18574560423708547,0.18159275169013014,0.1515113316626525,0.17275370915532748
0.24887305808998728,0.29612576918976996,0.22994368873576046,0.15203682906531693,0.08554712968631721,0.24887305808998728,0.18574560423708547,0.18159275169013014,0.1515113316626525,0.17275370915532748
0.24887305808998728,0.29612576918976996,0.22994368873576046,0.15203682906531693,0.08554712968631721,0.24887305808998728,0.18574560423708547,0.18159275169013014,0.1515113316626525,0.17275370915532748
0.15713484026367716,0.11711609367898262,0.09386299805914818,0.14178232026144544,0.03415752006518974,0.15713484026367716,0.03191658522994069,0.011765803390754524,0,0
0.15713484026367716,0.11711609367898262,0.09386299805914818,0.14178232026144544,0.03415752006518974,0.15713484026367716,0.03191658522994069,0.011765803390754524,0,0
0.15713484026367716,0.11711609367898262,0.09386299805914818,0.14178232026144544,0.03415752006518974,0.15713484026367716,0.03191658522994069,0.011765803390754524,0,0
0.15713484026367716,0.11711609367898262,0.09386299805914818,0.14178232026144544,0.03415752006518974,0.15713484026367716,0.03191658522994069,0.011765803390754524,0,0
0,0.16007885034479294,0.16526550655065567,0.1674936156370158,0.20816764208270783,0,0,0,0,0
0,0.16007885034479294,0.16526550655065567,0.1674936156370158,0.20816764208270783,0,0,0,0,0
0,0.16007885034479294,0.16526550655065567,0.1674936156370158,0.20816764208270783,0,0,0,0,0
0,0.16007885034479294,0.16526550655065567,0.1674936156370158,0.20816764208270783,0,0,0,0,0
0.31822275141559664,0.19605837850410338,0.11538951890579141,0,0,0.31822275141559664,0.16896080643647474,0,0,0.0347988603906857
0.31822275141559664,0.19605837850410338,0.11538951890579141,0,0,0.31822275141559664,0.16896080643647474,0,0,0.0347988603906857
0.31822275141559664,0.19605837850410338,0.11538951890579141,0,0,0.31822275141559664,0.16896080643647474,0,0,0.0347988603906857
0.31822275141559664,0.19605837850410338,0.11538951890579141,0,0,0.31822275141559664,0.16896080643647474,0,0,0.0347988603906857
0.194998343105339,0,0,0,0,0.194998343105339,0.11127657931945555,0.062163690018582844,0.06514658328575239,0.05257590701569339
0.194998343105339,0,0,0,0,0.194998343105339,0.11127657931945555,0.062163690018582844,0.06514658328575239,0.05257590701569339
0.194998343105339,0,0,0,0,0.194998343105339,0.11127657931945555,0.062163690018582844,0.06514658328575239,0.05257590701569339
0.194998343105339,0,0,0,0,0.194998343105339,0.11127657931945555,0.062163690018582844,0.06514658328575239,0.05257590701569339
0.41992651928812436,0.25108850816388184,0.09807635641978998,0.0959790429116463,0.06938538555036836,0.41992651928812436,0.2507498592861105,0.1851737854000437,0,0
0.41992651928812436,0.25108850816388184,0.09807635641978998,0.0959790429116463,0.06938538555036836,0.41992651928812436,0.2507498592861105,0.1851737854000437,0,0
0.41992651928812436,0.25108850816388184,0.09807635641978998,0.0959790429116463,0.06938538555036836,0.41992651928812436,0.2507498592861105,0.1851737854000437,0,0
0.41992651928812436,0.25108850816388184,0.09807635641978998,0.0959790429116463,0.06938538555036836,0.41992651928812436,0.2507498592861105,0.1851737854000437,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0.2511750662389732,0.13673352266181246,0,0.11255022632707058,0,0.2511750662389732,0.111139408042261,0,0,0
0.2511750662389732,0.13673352266181246,0,0.11255022632707058,0,0.2511750662389732,0.111139408042261,0,0,0
0.2511750662389732,0.13673352266181246,0,0.11255022632707058,0,0.2511750662389732,0.111139408042261,0,0,0
0.2511750662389732,0.13673352266181246,0,0.11255022632707058,0,0.2511750662389732,0.111139408042261,0,0,0
0,0.060010191537792724,0,0,0,0,0.19952337910350185,0,0.09951540143892243,0.09313081127071983
0,0.060010191537792724,0,0,0,0,0.19952337910350185,0,0.09951540143892243,0.09313081127071983
0,0.060010191537792724,0,0,0,0,0.19952337910350185,0,0.09951540143892243,0.09313081127071983
0,0.060010191537792724,0,0,0,0,0.19952337910350185,0,0.09951540143892243,0.09313081127071983
0.1886711544229223,0,0,0.18777639367819018,0.12500656181607084,0.1886711544229223,0.1969478251962667,0.04030120774197157,0,0
0.1886711544229223,0,0,0.18777639367819018,0.12500656181607084,0.1886711544229223,0.1969478251962667,0.04030120774197157,0,0
0.1886711544229223,0,0,0.18777639367819018,0.12500656181607084,0.1886711544229223,0.1969478251962667,0.04030120774197157,0,0
0.1886711544229223,0,0,0.18777639367819018,0.12500656181607084,0.1886711544229223,0.1969478251962667,0.04030120774197157,0,0
0,0,0,0,0,0,0,0.03382550457458684,0.19193801032482485,0.1307377750395014
0,0,0,0,0,0,0,0.03382550457458684,0.19193801032482485,0.1307377750395014
0,0,0,0,0,0,0,0.03382550457458684,0.19193801032482485,0.1307377750395014
0,0,0,0,0,0,0,0.03382550457458684,0.19193801032482485,0.1307377750395014
0,0,0.04221460532234067,0,0,0,0,0,0,0
0,0,0.04221460532234067,0,0,0,0,0,0,0
0,0,0.04221460532234067,0,0,0,0,0,0,0
0,0,0.04221460532234067,0,0,0,0,0,0,0
0,0.16332451082167446,0.23611242841156269,0.11413867751285803,0.15698302087409396,0,0,0,0.09226869052676162,0
0,0.16332451082167446,0.23611242841156269,0.11413867751285803,0.15698302087409396,0,0,0,0.09226869052676162,0
0,0.16332451082167446,0.23611242841156269,0.11413867751285803,0.15698302087409396,0,0,0,0.09226869052676162,0
0,0.16332451082167446,0.23611242841156269,0.11413867751285803,0.15698302087409396,0,0,0,0.09226869052676162,0
0,0.12218549427073909,0.2480259275345687,0.2007323039414117,0.1197493075530784,0,0,0,0.12975244901934166,0.10321538799010638
0,0.12218549427073909,0.2480259275345687,0.2007323039414117,0.1197493075530784,0,0,0,0.12975244901934166,0.10321538799010638
0,0.12218549427073909,0.2480259275345687,0.2007323039414117,0.1197493075530784,0,0,0,0.12975244901934166,0.10321538799010638
0,0.12218549427073909,0.2480259275345687,0.2007323039414117,0.1197493075530784,0,0,0,0.12975244901934166,0.10321538799010638
0,0,0,0,0,0,0,0.09400028164919619,0,0
0,0,0,0,0,0,0,0.09400028164919619,0,0
0,0,0,0,0,0,0,0.09400028164919619,0,0
0,0,0,0,0,0,0,0.09400028164919619,0,0
0.11652798014947974,0,0.1536678502033531,0.06372704704337409,0.06189631295297809,0.11652798014947974,0,0,0,0.10294056227565075
0.11652798014947974,0,0.1536678502033531,0.06372704704337409,0.06189631295297809,0.11652798014947974,0,0,0,0.10294056227565075
0.11652798014947974,0,0.1536678502033531,0.06372704704337409,0.06189631295297809,0.11652798014947974,0,0,0,0.10294056227565075
0.11652798014947974,0,0.1536678502033531,0.06372704704337409,0.06189631295297809,0.11652798014947974,0,0,0,0.10294056227565075
0,0,0,0,0,0,0,0,0.014007183372568153,0.07781618341401352
0,0,0,0,0,0,0,0,0.014007183372568153,0.07781618341401352
0,0,0,0,0,0,0,0,0.014007183372568153,0.07781618341401352
0,0,0,0,0,0,0,0,0.014007183372568153,0.07781618341401352
0.287952227684467,0.13856622174068292,0.13175033500420472,0.08741582285000588,0.10166138835982541,0.287952227684467,0,0,0,0.09156812448661515
0.287952227684467,0.13856622174068292,0.13175033500420472,0.08741582285000588,0.10166138835982541,0.287952227684467,0,0,0,0.09156812448661515
0.287952227684467,0.13856622174068292,0.13175033500420472,0.08741582285000588,0.10166138835982541,0.287952227684467,0,0,0,0.09156812448661515
0.287952227684467,0.13856622174068292,0.13175033500420472,0.08741582285000588,0.10166138835982541,0.287952227684467,0,0,0,0.09156812448661515
0.23632157166185316,0.1299195936810436,0.05342671289184375,0,0,0.23632157166185316,0,0,0,0
0.23632157166185316,0.1299195936810436,0.05342671289184375,0,0,0.23632157166185316,0,0,0,0
0.23632157166185316,0.1299195936810436,0.05342671289184375,0,0,0.23632157166185316,0,0,0,0
0.23632157166185316,0.1299195936810436,0.05342671289184375,0,0,0.23632157166185316,0,0,0,0
0.32634199940609127,0.170491889225536,0.13255984513658625,0.02927150192131979,0.04126580082961526,0.32634199940609127,0.26671032927086064,0.09234426934156238,0,0
0.32634199940609127,0.170491889225536,0.13255984513658625,0.02927150192131979,0.04126580082961526,0.32634199940609127,0.26671032927086064,0.09234426934156238,0,0
0.32634199940609127,0.170491889225536,0.13255984513658625,0.02927150192131979,0.04126580082961526,0.32634199940609127,0.26671032927086064,0.09234426934156238,0,0
0.32634199940609127,0.170491889225536,0.13255984513658625,0.02927150192131979,0.04126580082961526,0.32634199940609127,0.26671032927086064,0.09234426934156238,0,0
0,0,0,0.04812576016072383,0,0,0,0,0.07271040460737302,0
0,0,0,0.04812576016072383,0,0,0,0,0.07271040460737302,0
0,0,0,0.04812576016072383,0,0,0,0,0.07271040460737302,0
0,0,0,0.04812576016072383,0,0,0,0,0.07271040460737302,0
0,0,0.11303789723112653,0.08403878229095656,0.08500583529521046,0,0,0,0,0
0,0,0.11303789723112653,0.08403878229095656,0.08500583529521046,0,0,0,0,0
0,0,0.11303789723112653,0.08403878229095656,0.08500583529521046,0,0,0,0,0
0,0,0.11303789723112653,0.08403878229095656,0.08500583529521046,0,0,0,0,0
0,0.04547248760512934,0.06910352672565821,0,0,0,0,0,0.03079462379582768,0.12200175088023836
0,0.04547248760512934,0.06910352672565821,0,0,0,0,0,0.03079462379582768,0.12200175088023836
0,0.04547248760512934,0.06910352672565821,0,0,0,0,0,0.03079462379582768,0.12200175088023836
0,0.04547248760512934,0.06910352672565821,0,0,0,0,0,0.03079462379582768,0.12200175088023836
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0.11599435053038727,0.1294321242913399,0,0,0,0.11599435053038727,0.22257612849208555,0,0,0.09748620000648865
0.11599435053038727,0.1294321242913399,0,0,0,0.11599435053038727,0.22257612849208555,0,0,0.09748620000648865
0.11599435053038727,0.1294321242913399,0,0,0,0.11599435053038727,0.22257612849208555,0,0,0.09748620000648865
0.11599435053038727,0.1294321242913399,0,0,0,0.11599435053038727,0.22257612849208555,0,0,0.09748620000648865
0.3641926388540669,0.20323014033683195,0.24149061549228817,0.22346989250748509,0.15894703181736639,0.3641926388540669,0,0,0,0
0.3641926388540669,0.20323014033683195,0.24149061549228817,0.22346989250748509,0.15894703181736639,0.3641926388540669,0,0,0,0
0.3641926388540669,0.20323014033683195,0.24149061549228817,0.22346989250748509,0.15894703181736639,0.3641926388540669,0,0,0,0
0.3641926388540669,0.20323014033683195,0.24149061549228817,0.22346989250748509,0.15894703181736639,0.3641926388540669,0,0,0,0
0.2594697697295559,0,0,0,0,0.2594697697295559,0,0,0,0
0.2594697697295559,0,0,0,0,0.2594697697295559,0,0,0,0
0.2594697697295559,0,0,0,0,0.2594697697295559,0,0,0,0
0.2594697697295559,0,0,0,0,0.2594697697295559,0,0,0,0
0,0,0,0,0,0,0,0,0,0.04297458835107588
0,0,0,0,0,0,0,0,0,0.04297458835107588
0,0,0,0,0,0,0,0,0,0.04297458835107588
0,0,0,0,0,0,0,0,0,0.04297458835107588
0,0,0,0.06025355863662585,0.04411089732891609,0,0.063003670584427,0,0,0
0,0,0,0.06025355863662585,0.04411089732891609,0,0.063003670584427,0,0,0
0,0,0,0.06025355863662585,0.04411089732891609,0,0.063003670584427,0,0,0
0,0,0,0.06025355863662585,0.04411089732891609,0,0.063003670584427,0,0,0
0.19514389652478797,0.1450858364720605,0.1762769264707809,0,0.0558935943699091,0.19514389652478797,0.18804454389327413,0.033241459171033175,0,0
0.19514389652478797,0.1450858364720605,0.1762769264707809,0,0.0558935943699091,0.19514389652478797,0.18804454389327413,0.033241459171033175,0,0
0.19514389652478797,0.1450858364720605,0.1762769264707809,0,0.0558935943699091,0.19514389652478797,0.18804454389327413,0.033241459171033175,0,0
0.19514389652478797,0.1450858364720605,0.1762769264707809,0,0.0558935943699091,0.19514389652478797,0.18804454389327413,0.033241459171033175,0,0
0.10235303829118274,0,0,0,0.11091889636773442,0.10235303829118274,0,0,0,0
0.10235303829118274,0,0,0,0.11091889636773442,0.10235303829118274,0,0,0,0
0.10235303829118274,0,0,0,0.11091889636773442,0.10235303829118274,0,0,0,0
